기관명,차량번호,차량모델,모델연도,주행거리,예정가,낙찰금액,입찰건수,차량설명(특이사항),경매일시,보관소,상세URL
[금융기관][하나캐피탈][하나캐피탈(미래)],XXXX1761,코나(KONA)2.0 2WD 프리미엄,2023,,,"21,215,000",30,,2025-11-25 (12:00),,https://www.automart.co.kr/views/pub_auction/Common/CarDetail_in.asp?p_sel=0&bidType=1&p_NotNo=GMHN052025A852&p_Code=1&p_CarNo=XXXX1761&window=ok
[금융기관][하나캐피탈][하나캐피탈(미래)],XXXX9695,카이엔E-하이브리드COUPE(5인승) (휘발유+전기),2024,"15,079","100,000,000","155,790,000",14,"차량 사진을 클릭하면 확대된 사진으로 조회할 수 있으며, [전체사진보기] 버튼이 있는 경우는 추가된 사진을 조회할 수 있습니다.[차량점검서보기] 버튼이 있는 경우 차량점검서를 확인할 수 있습니다. [차량점검서보기]가 없는 경우는 점검서가 제공되지 않습니다.차량확인등으로 인해 소모된 연료에 대해서는 낙찰자 부담하에 연료를 보충하여 인수해야 합니다.지역번호 또는 번호판이 없는 경우 신규번호판 발급여부를 확인하시기 바랍니다. (일부 관공서는 무조건 신규발급 - 공고문 확인)세금계산서(계산서) 발급 여부는 차량설명(특이사항) 참조바라며, 체납자(소유자)의 사업자 등록여부는 확인이 불가합니다.",2025-11-25 (12:00),오토마트 경기북부2보관소,https://www.automart.co.kr/views/pub_auction/Common/CarDetail_in.asp?p_sel=0&bidType=1&p_NotNo=GMHN052025A862&p_Code=1&p_CarNo=XXXX9695&window=ok
[금융기관][하나캐피탈][하나캐피탈(중앙)],XXXX6223,셀토스 1.6 노블레스 2WD,2020,,,"14,190,000",40,,2025-11-25 (12:00),,https://www.automart.co.kr/views/pub_auction/Common/CarDetail_in.asp?p_sel=0&bidType=1&p_NotNo=GMHN062025A870&p_Code=1&p_CarNo=XXXX6223&window=ok
[금융기관][하나캐피탈][하나캐피탈(미래)],XXXX7563,토레스 더 블랙 2WD (휘발유),2024,"11,468","19,000,000","25,017,000",16,"차량 사진을 클릭하면 확대된 사진으로 조회할 수 있으며, [전체사진보기] 버튼이 있는 경우는 추가된 사진을 조회할 수 있습니다.[차량점검서보기] 버튼이 있는 경우 차량점검서를 확인할 수 있습니다. [차량점검서보기]가 없는 경우는 점검서가 제공되지 않습니다.차량확인등으로 인해 소모된 연료에 대해서는 낙찰자 부담하에 연료를 보충하여 인수해야 합니다.지역번호 또는 번호판이 없는 경우 신규번호판 발급여부를 확인하시기 바랍니다. (일부 관공서는 무조건 신규발급 - 공고문 확인)세금계산서(계산서) 발급 여부는 차량설명(특이사항) 참조바라며, 체납자(소유자)의 사업자 등록여부는 확인이 불가합니다.",2025-11-25 (12:00),오토마트 부산보관소,https://www.automart.co.kr/views/pub_auction/Common/CarDetail_in.asp?p_sel=0&bidType=1&p_NotNo=GMHN052025A848&p_Code=1&p_CarNo=XXXX7563&window=ok
[금융기관][하나캐피탈][하나캐피탈(미래)],XXXX4991,Mercedes-AMGA454MATIC,2020,,,"33,670,000",24,,2025-11-25 (12:00),,https://www.automart.co.kr/views/pub_auction/Common/CarDetail_in.asp?p_sel=0&bidType=1&p_NotNo=GMHN052025A866&p_Code=1&p_CarNo=XXXX4991&window=ok
[금융기관][하나캐피탈][하나캐피탈(중앙)],XXXX5299,그랜저(GRANDEUR) 2.5 2WD 익스클루시브,2023,,,"28,830,000",23,,2025-11-25 (12:00),,https://www.automart.co.kr/views/pub_auction/Common/CarDetail_in.asp?p_sel=0&bidType=1&p_NotNo=GMHN062025A850&p_Code=1&p_CarNo=XXXX5299&window=ok
[금융기관][하나캐피탈][하나캐피탈(중앙)],XXXX8549,QM6,2023,,,"19,420,000",40,,2025-11-25 (12:00),,https://www.automart.co.kr/views/pub_auction/Common/CarDetail_in.asp?p_sel=0&bidType=1&p_NotNo=GMHN062025A853&p_Code=1&p_CarNo=XXXX8549&window=ok
[금융기관][하나캐피탈][하나캐피탈(미래)],XXXX9782,G90 SEDAN 3.5T AWD (휘발유),2025,"22,086","55,000,000","70,330,000",15,"차량 사진을 클릭하면 확대된 사진으로 조회할 수 있으며, [전체사진보기] 버튼이 있는 경우는 추가된 사진을 조회할 수 있습니다.[차량점검서보기] 버튼이 있는 경우 차량점검서를 확인할 수 있습니다. [차량점검서보기]가 없는 경우는 점검서가 제공되지 않습니다.차량확인등으로 인해 소모된 연료에 대해서는 낙찰자 부담하에 연료를 보충하여 인수해야 합니다.지역번호 또는 번호판이 없는 경우 신규번호판 발급여부를 확인하시기 바랍니다. (일부 관공서는 무조건 신규발급 - 공고문 확인)세금계산서(계산서) 발급 여부는 차량설명(특이사항) 참조바라며, 체납자(소유자)의 사업자 등록여부는 확인이 불가합니다.",2025-11-25 (12:00),오토마트 충북보관소,https://www.automart.co.kr/views/pub_auction/Common/CarDetail_in.asp?p_sel=0&bidType=1&p_NotNo=GMHN052025A863&p_Code=1&p_CarNo=XXXX9782&window=ok
[금융기관][하나캐피탈][하나캐피탈(미래)],XXXX4906,쏘나타(SONATA)DN8 The Edge LPi 2.0 BUSINESS 1 (LPG),2024,"58,273","21,000,000","21,000,000",1,"차량 사진을 클릭하면 확대된 사진으로 조회할 수 있으며, [전체사진보기] 버튼이 있는 경우는 추가된 사진을 조회할 수 있습니다.[차량점검서보기] 버튼이 있는 경우 차량점검서를 확인할 수 있습니다. [차량점검서보기]가 없는 경우는 점검서가 제공되지 않습니다.차량확인등으로 인해 소모된 연료에 대해서는 낙찰자 부담하에 연료를 보충하여 인수해야 합니다.지역번호 또는 번호판이 없는 경우 신규번호판 발급여부를 확인하시기 바랍니다. (일부 관공서는 무조건 신규발급 - 공고문 확인)세금계산서(계산서) 발급 여부는 차량설명(특이사항) 참조바라며, 체납자(소유자)의 사업자 등록여부는 확인이 불가합니다.",2025-11-25 (12:00),오토마트 경기남부보관소,https://www.automart.co.kr/views/pub_auction/Common/CarDetail_in.asp?p_sel=0&bidType=1&p_NotNo=GMHN052025A849&p_Code=1&p_CarNo=XXXX4906&window=ok
[금융기관][하나캐피탈][하나캐피탈(미래)],XXXX5571,쏘렌토하이브리드 7인승 1.6 시그니처 그래비티 2WD,2021,,,"29,650,000",38,,2025-11-25 (12:00),,https://www.automart.co.kr/views/pub_auction/Common/CarDetail_in.asp?p_sel=0&bidType=1&p_NotNo=GMHN052025A875&p_Code=1&p_CarNo=XXXX5571&window=ok
[금융기관][하나캐피탈][하나캐피탈(미래)],XXXX6228,티볼리 V7,2024,,,"15,500,000",13,,2025-11-25 (12:00),,https://www.automart.co.kr/views/pub_auction/Common/CarDetail_in.asp?p_sel=0&bidType=1&p_NotNo=GMHN052025A865&p_Code=1&p_CarNo=XXXX6228&window=ok
[금융기관][하나캐피탈][하나캐피탈(미래)],XXXX2298,카니발 9인승 럭셔리,2020,,,"9,370,000",6,,2025-11-25 (12:00),,https://www.automart.co.kr/views/pub_auction/Common/CarDetail_in.asp?p_sel=0&bidType=1&p_NotNo=GMHN052025A864&p_Code=1&p_CarNo=XXXX2298&window=ok
[관공서공매(세무)][충청북도][청주시 흥덕구청],41서9116,K7 (휘발유),2013,"134,327","1,500,000","2,648,000",12,"최초 등록일(2013-10-02),검사 유효기간(2019-11-09)검사 기간 경과 낙찰시 낙찰자 책임하에 자동차 검사 요망 (필요시 수리후 검사 진행 해야함/낙찰자 부담 /클레임 불가),차량내 소화기 없음(낙찰자 설치 의무 있음).메뉴얼 없음,차량키 1개",2025-11-25 (11:00),오토마트 충북보관소,https://www.automart.co.kr/views/pub_auction/Common/CarDetail_in.asp?p_sel=0&bidType=3&p_NotNo=GMCB042025A1015&p_Code=2&p_CarNo=41서9116&window=ok
[관공서공매(세무)][충청북도][청주시 흥덕구청],03고7494,트라제XG (경유),2001,"200,474","300,000","838,000",8,"최초 등록일(2001-09-08),검사 유효기간(2024-02-25),검사 기간 경과 낙찰시 낙찰자 책임하에 자동차 검사 요망 (필요시 수리후 검사 진행 해야함/낙찰자 부담 /클레임 불가),차량내 소화기 없음(낙찰자 설치 의무 있음).).미점검 차량,기본 자료 및 사진만 제공 차량 상태 사고 유무 입찰 자 반드시 현물 직접 확인 요망(클레임 불가),차량 상태 불량, 폐차 수준,장기 미운행 차량, 차량키 1개,시동 가능하나 운행 제한으로 낙찰시 견인 요망",2025-11-25 (11:00),오토마트 충북보관소,https://www.automart.co.kr/views/pub_auction/Common/CarDetail_in.asp?p_sel=0&bidType=3&p_NotNo=GMCB042025A1015&p_Code=1&p_CarNo=03고7494&window=ok
[관공서공매(세무)][충청북도][청주시 흥덕구청],62수0219,BMW 520d (경유),2016,"216,417","3,000,000","8,429,000",85,"제작연도(2016),최초 등록일(2016-06-30),검사 유효기간(2026-08-22),차량내 소화기 없음(낙찰자 설치 의무 있음).메뉴얼 있음,차량키 1개",2025-11-25 (11:00),오토마트 충북보관소,https://www.automart.co.kr/views/pub_auction/Common/CarDetail_in.asp?p_sel=0&bidType=3&p_NotNo=GMCB042025A1015&p_Code=3&p_CarNo=62수0219&window=ok
[금융기관][BMW파이낸셜][BMW파이낸셜],XXXXX0975,BMW S1000 RR ND2 Black storm metallic (휘발유),2023,"18,469","15,000,000","15,280,000",3,"차량 사진을 클릭하면 확대된 사진으로 조회할 수 있으며, [전체사진보기] 버튼이 있는 경우는 추가된 사진을 조회할 수 있습니다.[차량점검서보기] 버튼이 있는 경우 차량점검서를 확인할 수 있습니다. [차량점검서보기]가 없는 경우는 점검서가 제공되지 않습니다.차량확인등으로 인해 소모된 연료에 대해서는 낙찰자 부담하에 연료를 보충하여 인수해야 합니다.지역번호 또는 번호판이 없는 경우 신규번호판 발급여부를 확인하시기 바랍니다. (일부 관공서는 무조건 신규발급 - 공고문 확인)세금계산서(계산서) 발급 여부는 차량설명(특이사항) 참조바라며, 체납자(소유자)의 사업자 등록여부는 확인이 불가합니다.",2025-11-24 (16:30),오토마트 인천보관소,https://www.automart.co.kr/views/pub_auction/Common/CarDetail_in.asp?p_sel=0&bidType=1&p_NotNo=GMBM012025A1771&p_Code=1&p_CarNo=XXXXX0975&window=ok
[금융기관][BMW파이낸셜][BMW파이낸셜],XXXX9418,MINICooperCountryman (휘발유),2022,"70,267","20,000,000","22,120,000",4,"차량 사진을 클릭하면 확대된 사진으로 조회할 수 있으며, [전체사진보기] 버튼이 있는 경우는 추가된 사진을 조회할 수 있습니다.[차량점검서보기] 버튼이 있는 경우 차량점검서를 확인할 수 있습니다. [차량점검서보기]가 없는 경우는 점검서가 제공되지 않습니다.차량확인등으로 인해 소모된 연료에 대해서는 낙찰자 부담하에 연료를 보충하여 인수해야 합니다.지역번호 또는 번호판이 없는 경우 신규번호판 발급여부를 확인하시기 바랍니다. (일부 관공서는 무조건 신규발급 - 공고문 확인)세금계산서(계산서) 발급 여부는 차량설명(특이사항) 참조바라며, 체납자(소유자)의 사업자 등록여부는 확인이 불가합니다.",2025-11-24 (16:30),오토마트 인천보관소,https://www.automart.co.kr/views/pub_auction/Common/CarDetail_in.asp?p_sel=0&bidType=1&p_NotNo=GMBM012025A1780&p_Code=1&p_CarNo=XXXX9418&window=ok
[금융기관][BMW파이낸셜][BMW파이낸셜],XXXX9231,MINICooperSCountrymanALL4,2022,,,"34,990,000",16,,2025-11-24 (16:30),,https://www.automart.co.kr/views/pub_auction/Common/CarDetail_in.asp?p_sel=0&bidType=1&p_NotNo=GMBM012025A1795&p_Code=1&p_CarNo=XXXX9231&window=ok
[금융기관][BMW파이낸셜][BMW파이낸셜],XXXX6304,BMW320i (휘발유+전기),2025,"15,249","35,000,000","39,999,000",14,"차량 사진을 클릭하면 확대된 사진으로 조회할 수 있으며, [전체사진보기] 버튼이 있는 경우는 추가된 사진을 조회할 수 있습니다.[차량점검서보기] 버튼이 있는 경우 차량점검서를 확인할 수 있습니다. [차량점검서보기]가 없는 경우는 점검서가 제공되지 않습니다.차량확인등으로 인해 소모된 연료에 대해서는 낙찰자 부담하에 연료를 보충하여 인수해야 합니다.지역번호 또는 번호판이 없는 경우 신규번호판 발급여부를 확인하시기 바랍니다. (일부 관공서는 무조건 신규발급 - 공고문 확인)세금계산서(계산서) 발급 여부는 차량설명(특이사항) 참조바라며, 체납자(소유자)의 사업자 등록여부는 확인이 불가합니다.",2025-11-24 (16:30),오토마트 인천보관소,https://www.automart.co.kr/views/pub_auction/Common/CarDetail_in.asp?p_sel=0&bidType=1&p_NotNo=GMBM012025A1773&p_Code=1&p_CarNo=XXXX6304&window=ok
[금융기관][BMW파이낸셜][BMW파이낸셜],XXXX6937,BMW730LdxDrive (경유),2021,"76,175","45,000,000","47,820,000",6,"차량 사진을 클릭하면 확대된 사진으로 조회할 수 있으며, [전체사진보기] 버튼이 있는 경우는 추가된 사진을 조회할 수 있습니다.[차량점검서보기] 버튼이 있는 경우 차량점검서를 확인할 수 있습니다. [차량점검서보기]가 없는 경우는 점검서가 제공되지 않습니다.차량확인등으로 인해 소모된 연료에 대해서는 낙찰자 부담하에 연료를 보충하여 인수해야 합니다.지역번호 또는 번호판이 없는 경우 신규번호판 발급여부를 확인하시기 바랍니다. (일부 관공서는 무조건 신규발급 - 공고문 확인)세금계산서(계산서) 발급 여부는 차량설명(특이사항) 참조바라며, 체납자(소유자)의 사업자 등록여부는 확인이 불가합니다.",2025-11-24 (16:30),오토마트 광주보관소,https://www.automart.co.kr/views/pub_auction/Common/CarDetail_in.asp?p_sel=0&bidType=1&p_NotNo=GMBM012025A1776&p_Code=1&p_CarNo=XXXX6937&window=ok
[금융기관][BMW파이낸셜][BMW파이낸셜],XXX6397,BMW520d (경유),2018,"115,379","10,000,000","13,720,000",10,"차량 사진을 클릭하면 확대된 사진으로 조회할 수 있으며, [전체사진보기] 버튼이 있는 경우는 추가된 사진을 조회할 수 있습니다.[차량점검서보기] 버튼이 있는 경우 차량점검서를 확인할 수 있습니다. [차량점검서보기]가 없는 경우는 점검서가 제공되지 않습니다.차량확인등으로 인해 소모된 연료에 대해서는 낙찰자 부담하에 연료를 보충하여 인수해야 합니다.지역번호 또는 번호판이 없는 경우 신규번호판 발급여부를 확인하시기 바랍니다. (일부 관공서는 무조건 신규발급 - 공고문 확인)세금계산서(계산서) 발급 여부는 차량설명(특이사항) 참조바라며, 체납자(소유자)의 사업자 등록여부는 확인이 불가합니다.",2025-11-24 (16:30),오토마트 경기동부보관소,https://www.automart.co.kr/views/pub_auction/Common/CarDetail_in.asp?p_sel=0&bidType=1&p_NotNo=GMBM012025A1770&p_Code=1&p_CarNo=XXX6397&window=ok
[금융기관][BMW파이낸셜][BMW파이낸셜],XXXX4693,BMWM4CompetitionMxDrive (휘발유),2024,"79,382","70,000,000","70,150,000",1,"차량 사진을 클릭하면 확대된 사진으로 조회할 수 있으며, [전체사진보기] 버튼이 있는 경우는 추가된 사진을 조회할 수 있습니다.[차량점검서보기] 버튼이 있는 경우 차량점검서를 확인할 수 있습니다. [차량점검서보기]가 없는 경우는 점검서가 제공되지 않습니다.차량확인등으로 인해 소모된 연료에 대해서는 낙찰자 부담하에 연료를 보충하여 인수해야 합니다.지역번호 또는 번호판이 없는 경우 신규번호판 발급여부를 확인하시기 바랍니다. (일부 관공서는 무조건 신규발급 - 공고문 확인)세금계산서(계산서) 발급 여부는 차량설명(특이사항) 참조바라며, 체납자(소유자)의 사업자 등록여부는 확인이 불가합니다.",2025-11-24 (16:30),오토마트 인천보관소,https://www.automart.co.kr/views/pub_auction/Common/CarDetail_in.asp?p_sel=0&bidType=1&p_NotNo=GMBM012025A1778&p_Code=1&p_CarNo=XXXX4693&window=ok
[금융기관][BMW파이낸셜][BMW파이낸셜],XXXX9222,BMW740ixDrive (휘발유+전기),2025,"6,452","120,000,000","137,597,000",11,"차량 사진을 클릭하면 확대된 사진으로 조회할 수 있으며, [전체사진보기] 버튼이 있는 경우는 추가된 사진을 조회할 수 있습니다.[차량점검서보기] 버튼이 있는 경우 차량점검서를 확인할 수 있습니다. [차량점검서보기]가 없는 경우는 점검서가 제공되지 않습니다.차량확인등으로 인해 소모된 연료에 대해서는 낙찰자 부담하에 연료를 보충하여 인수해야 합니다.지역번호 또는 번호판이 없는 경우 신규번호판 발급여부를 확인하시기 바랍니다. (일부 관공서는 무조건 신규발급 - 공고문 확인)세금계산서(계산서) 발급 여부는 차량설명(특이사항) 참조바라며, 체납자(소유자)의 사업자 등록여부는 확인이 불가합니다.",2025-11-24 (16:30),오토마트 경남보관소,https://www.automart.co.kr/views/pub_auction/Common/CarDetail_in.asp?p_sel=0&bidType=1&p_NotNo=GMBM012025A1790&p_Code=1&p_CarNo=XXXX9222&window=ok
[금융기관][BMW파이낸셜][BMW파이낸셜],XXXX5362,Explorer3.0 (휘발유),2022,"56,636","30,000,000","39,610,000",21,"차량 사진을 클릭하면 확대된 사진으로 조회할 수 있으며, [전체사진보기] 버튼이 있는 경우는 추가된 사진을 조회할 수 있습니다.[차량점검서보기] 버튼이 있는 경우 차량점검서를 확인할 수 있습니다. [차량점검서보기]가 없는 경우는 점검서가 제공되지 않습니다.차량확인등으로 인해 소모된 연료에 대해서는 낙찰자 부담하에 연료를 보충하여 인수해야 합니다.지역번호 또는 번호판이 없는 경우 신규번호판 발급여부를 확인하시기 바랍니다. (일부 관공서는 무조건 신규발급 - 공고문 확인)세금계산서(계산서) 발급 여부는 차량설명(특이사항) 참조바라며, 체납자(소유자)의 사업자 등록여부는 확인이 불가합니다.",2025-11-24 (16:30),오토마트 대구보관소,https://www.automart.co.kr/views/pub_auction/Common/CarDetail_in.asp?p_sel=0&bidType=1&p_NotNo=GMBM012025A1785&p_Code=1&p_CarNo=XXXX5362&window=ok
[금융기관][BMW파이낸셜][BMW파이낸셜],XXXX4946,BMWGranTurismo30dxDrive (경유),2015,"176,626","7,000,000","8,600,000",4,"차량 사진을 클릭하면 확대된 사진으로 조회할 수 있으며, [전체사진보기] 버튼이 있는 경우는 추가된 사진을 조회할 수 있습니다.[차량점검서보기] 버튼이 있는 경우 차량점검서를 확인할 수 있습니다. [차량점검서보기]가 없는 경우는 점검서가 제공되지 않습니다.차량확인등으로 인해 소모된 연료에 대해서는 낙찰자 부담하에 연료를 보충하여 인수해야 합니다.지역번호 또는 번호판이 없는 경우 신규번호판 발급여부를 확인하시기 바랍니다. (일부 관공서는 무조건 신규발급 - 공고문 확인)세금계산서(계산서) 발급 여부는 차량설명(특이사항) 참조바라며, 체납자(소유자)의 사업자 등록여부는 확인이 불가합니다.",2025-11-24 (16:30),오토마트 충북보관소,https://www.automart.co.kr/views/pub_auction/Common/CarDetail_in.asp?p_sel=0&bidType=1&p_NotNo=GMBM012025A1791&p_Code=1&p_CarNo=XXXX4946&window=ok
[금융기관][BMW파이낸셜][BMW파이낸셜],XXXX6562,BMW730LdxDrive (경유),2022,"65,587","60,000,000","66,250,000",6,"차량 사진을 클릭하면 확대된 사진으로 조회할 수 있으며, [전체사진보기] 버튼이 있는 경우는 추가된 사진을 조회할 수 있습니다.[차량점검서보기] 버튼이 있는 경우 차량점검서를 확인할 수 있습니다. [차량점검서보기]가 없는 경우는 점검서가 제공되지 않습니다.차량확인등으로 인해 소모된 연료에 대해서는 낙찰자 부담하에 연료를 보충하여 인수해야 합니다.지역번호 또는 번호판이 없는 경우 신규번호판 발급여부를 확인하시기 바랍니다. (일부 관공서는 무조건 신규발급 - 공고문 확인)세금계산서(계산서) 발급 여부는 차량설명(특이사항) 참조바라며, 체납자(소유자)의 사업자 등록여부는 확인이 불가합니다.",2025-11-24 (16:30),오토마트 광주보관소,https://www.automart.co.kr/views/pub_auction/Common/CarDetail_in.asp?p_sel=0&bidType=1&p_NotNo=GMBM012025A1777&p_Code=1&p_CarNo=XXXX6562&window=ok
[금융기관][BMW파이낸셜][BMW파이낸셜],XXXX4702,BMWX5xDrive45eiPerformance (휘발유+전기),2020,"121,263","40,000,000","52,439,000",11,"차량 사진을 클릭하면 확대된 사진으로 조회할 수 있으며, [전체사진보기] 버튼이 있는 경우는 추가된 사진을 조회할 수 있습니다.[차량점검서보기] 버튼이 있는 경우 차량점검서를 확인할 수 있습니다. [차량점검서보기]가 없는 경우는 점검서가 제공되지 않습니다.차량확인등으로 인해 소모된 연료에 대해서는 낙찰자 부담하에 연료를 보충하여 인수해야 합니다.지역번호 또는 번호판이 없는 경우 신규번호판 발급여부를 확인하시기 바랍니다. (일부 관공서는 무조건 신규발급 - 공고문 확인)세금계산서(계산서) 발급 여부는 차량설명(특이사항) 참조바라며, 체납자(소유자)의 사업자 등록여부는 확인이 불가합니다.",2025-11-24 (16:30),오토마트 인천보관소,https://www.automart.co.kr/views/pub_auction/Common/CarDetail_in.asp?p_sel=0&bidType=1&p_NotNo=GMBM012025A1774&p_Code=1&p_CarNo=XXXX4702&window=ok
[금융기관][BMW파이낸셜][BMW파이낸셜],XXXX1792,G70 (휘발유),2020,"79,752","13,000,000","20,290,000",7,"차량 사진을 클릭하면 확대된 사진으로 조회할 수 있으며, [전체사진보기] 버튼이 있는 경우는 추가된 사진을 조회할 수 있습니다.[차량점검서보기] 버튼이 있는 경우 차량점검서를 확인할 수 있습니다. [차량점검서보기]가 없는 경우는 점검서가 제공되지 않습니다.차량확인등으로 인해 소모된 연료에 대해서는 낙찰자 부담하에 연료를 보충하여 인수해야 합니다.지역번호 또는 번호판이 없는 경우 신규번호판 발급여부를 확인하시기 바랍니다. (일부 관공서는 무조건 신규발급 - 공고문 확인)세금계산서(계산서) 발급 여부는 차량설명(특이사항) 참조바라며, 체납자(소유자)의 사업자 등록여부는 확인이 불가합니다.",2025-11-24 (16:30),오토마트 인천보관소,https://www.automart.co.kr/views/pub_auction/Common/CarDetail_in.asp?p_sel=0&bidType=1&p_NotNo=GMBM012025A1794&p_Code=1&p_CarNo=XXXX1792&window=ok
[금융기관][BMW파이낸셜][BMW파이낸셜],XXXX8331,BMW523d (경유+전기),2023,"53,638","32,000,000","35,000,000",4,"차량 사진을 클릭하면 확대된 사진으로 조회할 수 있으며, [전체사진보기] 버튼이 있는 경우는 추가된 사진을 조회할 수 있습니다.[차량점검서보기] 버튼이 있는 경우 차량점검서를 확인할 수 있습니다. [차량점검서보기]가 없는 경우는 점검서가 제공되지 않습니다.차량확인등으로 인해 소모된 연료에 대해서는 낙찰자 부담하에 연료를 보충하여 인수해야 합니다.지역번호 또는 번호판이 없는 경우 신규번호판 발급여부를 확인하시기 바랍니다. (일부 관공서는 무조건 신규발급 - 공고문 확인)세금계산서(계산서) 발급 여부는 차량설명(특이사항) 참조바라며, 체납자(소유자)의 사업자 등록여부는 확인이 불가합니다.",2025-11-24 (16:30),오토마트 경기남부보관소,https://www.automart.co.kr/views/pub_auction/Common/CarDetail_in.asp?p_sel=0&bidType=1&p_NotNo=GMBM012025A1801&p_Code=1&p_CarNo=XXXX8331&window=ok
[금융기관][BMW파이낸셜][BMW파이낸셜],XXXX9084,BMW745eiPerformance (휘발유),2021,0,"10,000,000","25,170,000",9,"차량 사진을 클릭하면 확대된 사진으로 조회할 수 있으며, [전체사진보기] 버튼이 있는 경우는 추가된 사진을 조회할 수 있습니다.[차량점검서보기] 버튼이 있는 경우 차량점검서를 확인할 수 있습니다. [차량점검서보기]가 없는 경우는 점검서가 제공되지 않습니다.차량확인등으로 인해 소모된 연료에 대해서는 낙찰자 부담하에 연료를 보충하여 인수해야 합니다.지역번호 또는 번호판이 없는 경우 신규번호판 발급여부를 확인하시기 바랍니다. (일부 관공서는 무조건 신규발급 - 공고문 확인)세금계산서(계산서) 발급 여부는 차량설명(특이사항) 참조바라며, 체납자(소유자)의 사업자 등록여부는 확인이 불가합니다.",2025-11-24 (16:30),오토마트 경기동부보관소,https://www.automart.co.kr/views/pub_auction/Common/CarDetail_in.asp?p_sel=0&bidType=1&p_NotNo=GMBM012025A1793&p_Code=1&p_CarNo=XXXX9084&window=ok
[금융기관][BMW파이낸셜][BMW파이낸셜],XXXX9579,BMWX6M50i (휘발유),2021,"69,938","55,000,000","65,697,000",9,"차량 사진을 클릭하면 확대된 사진으로 조회할 수 있으며, [전체사진보기] 버튼이 있는 경우는 추가된 사진을 조회할 수 있습니다.[차량점검서보기] 버튼이 있는 경우 차량점검서를 확인할 수 있습니다. [차량점검서보기]가 없는 경우는 점검서가 제공되지 않습니다.차량확인등으로 인해 소모된 연료에 대해서는 낙찰자 부담하에 연료를 보충하여 인수해야 합니다.지역번호 또는 번호판이 없는 경우 신규번호판 발급여부를 확인하시기 바랍니다. (일부 관공서는 무조건 신규발급 - 공고문 확인)세금계산서(계산서) 발급 여부는 차량설명(특이사항) 참조바라며, 체납자(소유자)의 사업자 등록여부는 확인이 불가합니다.",2025-11-24 (16:30),오토마트 인천보관소,https://www.automart.co.kr/views/pub_auction/Common/CarDetail_in.asp?p_sel=0&bidType=1&p_NotNo=GMBM012025A1788&p_Code=1&p_CarNo=XXXX9579&window=ok
[금융기관][BMW파이낸셜][BMW파이낸셜],XXXX7602,BMWX6MCompetition (휘발유),2021,"47,935","73,000,000","85,180,000",10,"차량 사진을 클릭하면 확대된 사진으로 조회할 수 있으며, [전체사진보기] 버튼이 있는 경우는 추가된 사진을 조회할 수 있습니다.[차량점검서보기] 버튼이 있는 경우 차량점검서를 확인할 수 있습니다. [차량점검서보기]가 없는 경우는 점검서가 제공되지 않습니다.차량확인등으로 인해 소모된 연료에 대해서는 낙찰자 부담하에 연료를 보충하여 인수해야 합니다.지역번호 또는 번호판이 없는 경우 신규번호판 발급여부를 확인하시기 바랍니다. (일부 관공서는 무조건 신규발급 - 공고문 확인)세금계산서(계산서) 발급 여부는 차량설명(특이사항) 참조바라며, 체납자(소유자)의 사업자 등록여부는 확인이 불가합니다.",2025-11-24 (16:30),오토마트 대구보관소,https://www.automart.co.kr/views/pub_auction/Common/CarDetail_in.asp?p_sel=0&bidType=1&p_NotNo=GMBM012025A1779&p_Code=1&p_CarNo=XXXX7602&window=ok
[금융기관][BMW파이낸셜][BMW파이낸셜],XXXX9097,BMW520i (휘발유),2023,"65,204","33,000,000","38,389,000",15,"차량 사진을 클릭하면 확대된 사진으로 조회할 수 있으며, [전체사진보기] 버튼이 있는 경우는 추가된 사진을 조회할 수 있습니다.[차량점검서보기] 버튼이 있는 경우 차량점검서를 확인할 수 있습니다. [차량점검서보기]가 없는 경우는 점검서가 제공되지 않습니다.차량확인등으로 인해 소모된 연료에 대해서는 낙찰자 부담하에 연료를 보충하여 인수해야 합니다.지역번호 또는 번호판이 없는 경우 신규번호판 발급여부를 확인하시기 바랍니다. (일부 관공서는 무조건 신규발급 - 공고문 확인)세금계산서(계산서) 발급 여부는 차량설명(특이사항) 참조바라며, 체납자(소유자)의 사업자 등록여부는 확인이 불가합니다.",2025-11-24 (16:30),오토마트 충북보관소,https://www.automart.co.kr/views/pub_auction/Common/CarDetail_in.asp?p_sel=0&bidType=1&p_NotNo=GMBM012025A1786&p_Code=1&p_CarNo=XXXX9097&window=ok
